pub_date	title	venue	excerpt	citation	url_slug	paper_url
2020-03-20  Chiral three-nucleon force and continuum for dripline nuclei and beyond Physics Letters B   Ma,Y.Z. 1   https://linkinghub.elsevier.com/retrieve/pii/S0370269320300617
